 248,  469,  271,  491,   23,   22,   19,   15
 485,    2,  512,   49,   27,   47,   20,   15
  -2,  219,   16,  237,   18,   18,   21,   15
 472,   69,  490,   86,   18,   17,   24,   15
 321,  373,  330,  382,    9,    9,   25,   15
 495,  461,  512,  479,   17,   18,   26,   15
  85,   45,  105,   64,   20,   19,    1,   16
 369,   17,  386,   33,   17,   16,    2,   16
 238,   23,  255,   36,   17,   13,    3,   16
 347,   23,  364,   39,   17,   16,    4,   16
   6,  321,   25,  338,   19,   17,    5,   16
 285,  166,  297,  181,   12,   15,    6,   16
 115,  307,  138,  330,   23,   23,    7,   16
 402,  455,  424,  477,   22,   22,    8,   16
 479,   72,  499,   91,   20,   19,    9,   16
  15,  227,   40,  250,   25,   23,   10,   16
 137,  462,  147,  472,   10,   10,   12,   16
 315,  271,  328,  282,   13,   11,   13,   16
 389,  313,  399,  324,   10,   11,   14,   16
 412,  127,  421,  136,    9,    9,   15,   16
 422,   55,  459,   90,   37,   35,   16,   16
 143,   81,  154,   95,   11,   14,   17,   16
 248,  469,  270,  490,   22,   21,   19,   16
 485,    2,  512,   50,   27,   48,   20,   16
  -1,  218,   16,  237,   17,   19,   21,   16
 321,  373,  330,  382,    9,    9,   25,   16
 495,  461,  512,  479,   17,   18,   26,   16
  85,   43,  106,   63,   21,   20,    1,   17
 370,   16,  387,   31,   17,   15,    2,   17
 240,   23,  258,   40,   18,   17,    3,   17
 350,   22,  367,   38,   17,   16,    4,   17
   6,  315,   24,  333,   18,   18,    5,   17
 286,  165,  301,  181,   15,   16,    6,   17
 115,  303,  137,  324,   22,   21,    7,   17
 403,  454,  426,  476,   23,   22,    8,   17
 476,   75,  503,   95,   27,   20,    9,   17
  18,  227,   43,  250,   25,   23,   10,   17
 139,  461,  149,  471,   10,   10,   12,   17
 317,  271,  329,  281,   12,   10,   13,   17
 390,  314,  399,  324,    9,   10,   14,   17
 413,  124,  423,  132,   10,    8,   15,   17
 424,   55,  460,   91,   36,   36,   16,   17
 144,   79,  156,   93,   12,   14,   17,   17
 253,  463,  286,  492,   33,   29,   19,   17
 489,    0,  512,   52,   23,   52,   20,   17
   0,  217,   19,  235,   19,   18,   21,   17
 321,  373,  330,  381,    9,    8,   25,   17
 495,  461,  512,  479,   17,   18,   26,   17
 146,   18,  152,   27,    6,    9,   27,   17
  85,   42,  106,   62,   21,   20,    1,   18
 371,   16,  387,   31,   16,   15,    2,   18
 240,   23,  259,   41,   19,   18,    3,   18
 350,   22,  368,   37,   18,   15,    4,   18
   5,  314,   24,  332,   19,   18,    5,   18
 286,  165,  302,  181,   16,   16,    6,   18
 115,  303,  137,  323,   22,   20,    7,   18
 403,  453,  427,  475,   24,   22,    8,   18
 475,   75,  504,   96,   29,   21,    9,   18
   9,  222,   31,  242,   22,   20,   10,   18
 140,  460,  149,  470,    9,   10,   12,   18
 318,  270,  329,  281,   11,   11,   13,   18
 390,  314,  400,  324,   10,   10,   14,   18
 413,  123,  424,  132,   11,    9,   15,   18
 424,   55,  461,   91,   37,   36,   16,   18
 144,   78,  157,   92,   13,   14,   17,   18
 254,  461,  290,  492,   36,   31,   19,   18
 490,    0,  512,   53,   22,   53,   20,   18
 321,  372,  330,  381,    9,    9,   25,   18
 495,  461,  512,  479,   17,   18,   26,   18
 146,   18,  152,   27,    6,    9,   27,   18
  85,   42,  106,   62,   21,   20,    1,   19
 371,   16,  387,   31,   16,   15,    2,   19
 240,   23,  259,   41,   19,   18,    3,   19
 351,   22,  368,   37,   17,   15,    4,   19
   5,  314,   24,  332,   19,   18,    5,   19
 286,  165,  302,  181,   16,   16,    6,   19
 115,  303,  137,  323,   22,   20,    7,   19
 403,  453,  427,  475,   24,   22,    8,   19
 475,   75,  504,   96,   29,   21,    9,   19
  17,  226,   41,  248,   24,   22,   10,   19
 140,  460,  149,  470,    9,   10,   12,   19
 318,  270,  329,  281,   11,   11,   13,   19
 390,  314,  400,  324,   10,   10,   14,   19
 413,  123,  424,  132,   11,    9,   15,   19
 424,   55,  461,   91,   37,   36,   16,   19
 144,   78,  157,   92,   13,   14,   17,   19
